timestamp, instanceID, sourceID, sourceName, targetID, targetName, attackID, damage, IsJA, IsCrit, IsMultiHit, IsMisc,IsMisc2
0,0,13747650,YOU,0,0,0,0,0,0,0,0,0
1548079237,0,12290130,凪,12290130,凪,2601577393,-606,0,0,0,0,0
1548079237,0,13871721,lilium,12290130,凪,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13747650,緋炎,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13269941,イカロス,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,12944082,泉澄リナ,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,10229246,Sherrymeier,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13711947,無晴,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13720278,雅遙,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13871721,lilium,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13595873,りょうみ,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,10298752,雪狐,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,13253583,ユカリ,4031424500,-920,1,0,0,0,0
1548079237,0,13871721,lilium,12647371,日代千愛,4031424500,-920,1,0,0,0,0
1548079239,0,13871721,lilium,12290130,凪,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13747650,緋炎,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13269941,イカロス,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,12944082,泉澄リナ,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,10229246,Sherrymeier,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13711947,無晴,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13720278,雅遙,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13871721,lilium,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,10298752,雪狐,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,13253583,ユカリ,3436243939,-920,0,0,0,1,0
1548079239,0,13871721,lilium,12647371,日代千愛,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,12290130,凪,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,13747650,緋炎,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,12944082,泉澄リナ,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,10229246,Sherrymeier,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,13711947,無晴,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,13720278,雅遙,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,13871721,lilium,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,10298752,雪狐,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,13253583,ユカリ,3436243939,-920,0,0,0,1,0
1548079240,0,13871721,lilium,12647371,日代千愛,3436243939,-920,0,0,0,1,0
1548079242,0,13711947,無晴,13711947,無晴,2601577393,-1487,0,0,0,0,0
1548079274,2120,13595873,りょうみ,51,MEDN,1756866220,742,0,0,0,0,0
1548079274,2120,13595873,りょうみ,51,MEDN,1698836726,327,0,1,0,0,0
1548079275,2120,13595873,りょうみ,51,MEDN,82081592,5581,0,0,0,0,0
1548079275,2120,12647371,日代千愛,51,MEDN,106956039,1436,1,1,0,0,0
